,location,total_sqft,bath,balcony,price,bhk
2012,Electronic City,890.0,2.0,1.0,40.0,2.0
2019,Electronic City,630.0,1.0,1.0,33.7,1.0
2022,Electronic City,1400.0,3.0,1.0,90.0,3.0
2023,Electronic City,1287.0,3.0,1.0,55.0,3.0
2024,Electronic City,1258.0,2.0,1.0,85.5,2.0
2025,Electronic City,1386.0,2.0,1.0,85.0,2.0
2026,Electronic City,550.0,1.0,1.0,27.0,1.0
2027,Electronic City,1025.0,2.0,1.0,50.0,2.0
2029,Electronic City,1342.0,2.0,1.0,72.0,2.0
2030,Electronic City,1275.0,3.0,1.0,70.0,3.0
2031,Electronic City,770.0,1.0,1.0,38.0,2.0
2035,Electronic City,1644.0,3.0,2.0,92.59,3.0
2036,Electronic City,1250.0,2.0,1.0,62.0,2.0
2038,Electronic City,418.0,1.0,1.0,12.0,1.0
2039,Electronic City,1128.0,2.0,1.0,64.8,2.0
2042,Electronic City,1060.0,2.0,1.0,55.0,2.0
2043,Electronic City,710.0,1.0,1.0,40.42,1.0
2046,Electronic City,1275.0,3.0,3.0,63.43,3.0
2047,Electronic City,1518.0,3.0,3.0,75.0,3.0
2048,Electronic City,1090.0,2.0,1.0,31.48,1.0
2050,Electronic City,1060.0,2.0,1.0,55.0,2.0
2052,Electronic City,1353.0,2.0,3.0,75.0,2.0
2054,Electronic City,1128.0,2.0,1.0,67.0,2.0
2055,Electronic City,1070.0,2.0,1.0,57.0,2.0
2056,Electronic City,1700.0,3.0,2.0,90.0,3.0
2058,Electronic City,750.0,1.0,1.0,35.0,1.0
2059,Electronic City,1210.0,2.0,1.0,55.0,2.0
2060,Electronic City,1070.0,2.0,1.0,60.0,2.0
2064,Electronic City,1615.0,3.0,2.0,97.0,3.0
2066,Electronic City,1221.0,2.0,2.0,68.0,2.0
2068,Electronic City,1500.0,3.0,1.0,73.0,3.0
2069,Electronic City,995.0,2.0,1.0,48.0,2.0
2070,Electronic City,1342.0,2.0,1.0,90.0,2.0
2071,Electronic City,1128.0,2.0,1.0,63.5,2.0
2072,Electronic City,589.0,1.0,1.0,29.0,1.0
2075,Electronic City,1575.0,3.0,1.0,94.5,3.0
2076,Electronic City,1025.0,2.0,1.0,54.0,2.0
2077,Electronic City,1500.0,2.0,1.0,70.0,3.0
2079,Electronic City,2093.0,4.0,2.0,134.0,4.0
2081,Electronic City,1355.0,2.0,1.0,73.0,2.0
2082,Electronic City,1360.0,2.0,1.0,64.99,3.0
2083,Electronic City,1060.0,2.0,1.0,52.0,2.0
2084,Electronic City Phase II,1056.0,2.0,1.0,39.07,2.0
2085,Electronic City Phase II,1020.0,2.0,1.0,30.6,2.0
2086,Electronic City Phase II,1069.0,2.0,2.0,45.0,2.0
2087,Electronic City Phase II,630.0,1.0,1.0,28.35,1.0
2089,Electronic City Phase II,1000.0,2.0,1.0,25.0,2.0
2090,Electronic City Phase II,1090.0,2.0,1.0,28.34,2.0
2091,Electronic City Phase II,2225.0,4.0,0.0,98.88,4.0
2093,Electronic City Phase II,775.0,2.0,2.0,38.0,2.0
2094,Electronic City Phase II,1266.0,2.0,2.0,59.0,2.0
2095,Electronic City Phase II,1000.0,2.0,1.0,28.88,2.0
2098,Electronic City Phase II,972.0,2.0,1.0,44.0,2.0
2100,Electronic City Phase II,1031.0,2.0,1.0,55.0,2.0
2101,Electronic City Phase II,1003.0,2.0,1.0,40.6,2.0
2102,Electronic City Phase II,1031.0,2.0,1.0,56.35,2.0
2104,Electronic City Phase II,1395.0,2.0,1.0,62.78,3.0
2105,Electronic City Phase II,1160.0,2.0,1.0,33.5,2.0
2106,Electronic City Phase II,1065.0,2.0,1.0,30.75,2.0
2107,Electronic City Phase II,1219.0,2.0,1.0,61.25,2.0
2109,Electronic City Phase II,1000.0,2.0,1.0,28.88,2.0
2110,Electronic City Phase II,1790.0,3.0,3.0,100.0,3.0
2111,Electronic City Phase II,769.0,2.0,1.0,40.0,2.0
2113,Electronic City Phase II,900.0,2.0,2.0,32.5,2.0
2116,Electronic City Phase II,993.0,2.0,2.0,50.0,3.0
2117,Electronic City Phase II,1418.0,3.0,2.0,52.47,3.0
2118,Electronic City Phase II,1070.0,2.0,2.0,45.0,2.0
2121,Electronic City Phase II,1140.0,2.0,1.0,33.06,2.0
2122,Electronic City Phase II,1089.0,2.0,0.0,32.67,2.0
2123,Electronic City Phase II,1253.0,2.0,1.0,65.8,2.0
2125,Electronic City Phase II,1160.0,2.0,1.0,33.5,2.0
2126,Electronic City Phase II,975.0,2.0,2.0,45.0,3.0
2127,Electronic City Phase II,6000.0,4.0,1.5823075660594124,260.0,4.0
2128,Electronic City Phase II,1116.0,2.0,2.0,37.0,2.0
2129,Electronic City Phase II,1125.0,2.0,1.0,29.25,2.0
2130,Electronic City Phase II,1000.0,2.0,1.0,28.88,2.0
2131,Electronic City Phase II,1000.0,2.0,1.0,28.88,2.0
2132,Electronic City Phase II,1165.0,2.0,1.0,30.29,2.0
2133,Electronic City Phase II,3550.0,2.708601981443623,1.5823075660594124,167.5,4.0
2134,Electronic City Phase II,1031.0,2.0,1.0,53.0,2.0
2136,Electronic City Phase II,1065.0,2.0,1.0,30.88,2.0
2138,Electronic City Phase II,1549.0,3.0,2.0,80.0,3.0
2139,Electronic City Phase II,1065.0,2.0,1.0,56.13,2.0
2141,Electronic City Phase II,920.0,2.0,2.0,26.0,2.0
2142,Electronic City Phase II,1140.0,2.0,1.0,33.84,2.0
2143,Electronic City Phase II,1219.0,2.0,1.0,61.26,2.0
2144,Electronic City Phase II,1252.0,2.0,3.0,65.0,3.0
2145,Electronic City Phase II,1125.0,2.0,1.0,32.49,2.0
2147,Electronic City Phase II,1286.0,2.0,2.0,69.0,2.0
2149,Electronic City Phase II,1140.0,2.0,1.0,32.92,2.0
2150,Electronic City Phase II,1116.0,2.0,2.0,40.0,2.0
2151,Electronic City Phase II,1150.0,3.0,3.0,46.0,3.0
2152,Electronic City Phase II,1192.0,2.0,3.0,47.0,3.0
2154,Electronic City Phase II,1020.0,2.0,2.0,32.0,2.0
2155,Electronic City Phase II,1900.0,3.0,1.0,97.0,4.0
2156,Electronic City Phase II,1020.0,2.0,1.0,27.43,2.0
2157,Electronic City Phase II,1025.0,2.0,1.0,26.65,2.0
2158,Electronic City Phase II,1020.0,2.0,1.0,29.45,2.0
2160,Electronic City Phase II,1140.0,2.0,2.0,28.5,2.0
2161,Electronic City Phase II,1125.0,2.0,1.0,32.49,2.0
2162,Electronic City Phase II,1200.0,2.0,1.0,34.65,2.0
2163,Electronic City Phase II,1160.0,2.0,1.0,52.2,2.0
2164,Electronic City Phase II,1244.0,2.0,1.0,55.0,2.0
2165,Electronic City Phase II,1160.0,2.0,1.0,33.51,2.0
2168,Electronic City Phase II,972.0,2.0,1.0,40.0,2.0
2169,Electronic City Phase II,1160.0,2.0,1.0,33.51,2.0
2171,Electronic City Phase II,1090.0,2.0,1.0,31.48,2.0
2172,Electronic City Phase II,1140.0,2.0,1.0,32.92,2.0
2173,Electronic City Phase II,650.0,1.0,1.0,35.0,1.0
2174,Electronic City Phase II,1155.0,2.0,1.0,57.0,2.0
2175,Electronic City Phase II,1800.0,3.0,3.0,92.0,3.0
2176,Electronic City Phase II,1300.0,2.0,2.0,28.0,2.0
2177,Electronic City Phase II,1940.0,4.0,3.0,116.0,3.0
2178,Electronic City Phase II,1025.0,2.0,1.0,29.6,2.0
2179,Electronic City Phase II,829.0,2.0,1.0,22.8,2.0
2180,Electronic City Phase II,2187.5,4.0,0.0,105.0,4.0
2181,Electronic City Phase II,1252.0,2.0,1.0,67.0,2.0
2183,Electronic City Phase II,1125.0,2.0,1.0,32.63,2.0
2184,Electronic City Phase II,1140.0,2.0,1.0,34.0,2.0
2187,Electronic City Phase II,1252.0,2.0,1.0,65.0,3.0
2188,Electronic City Phase II,1135.0,2.0,2.0,46.0,2.0
2189,Electronic City Phase II,1305.0,3.0,1.0,65.0,3.0
2190,Electronic City Phase II,1165.0,2.0,1.0,33.64,2.0
2192,Electronic City Phase II,1336.0,2.0,3.0,50.35,3.0
2193,Electronic City Phase II,575.0,1.0,1.0,16.75,1.0
2194,Electronic City Phase II,925.0,2.0,1.0,49.82,3.0
2195,Electronic City Phase II,1065.0,2.0,1.0,30.76,2.0
2196,Electronic City Phase II,1065.0,2.0,1.0,30.75,2.0
2197,Electronic City Phase II,1140.0,2.0,1.0,33.06,2.0
2198,Electronic City Phase II,911.0,2.0,1.0,26.5,2.0
2199,Electronic City Phase II,1200.0,2.0,1.0,34.65,2.0
2200,Electronic City Phase II,1031.0,2.0,1.0,54.48,2.0
2204,Electronics City Phase 1,1475.0,3.0,2.0,78.29,3.0
2205,Electronics City Phase 1,1490.0,3.0,1.0,78.8,3.0
2206,Electronics City Phase 1,1113.27,2.0,2.0,53.0,2.0
2207,Electronics City Phase 1,1490.0,3.0,1.0,84.0,3.0
2214,Electronics City Phase 1,1015.0,2.0,1.0,56.0,2.0
2216,Electronics City Phase 1,1515.0,2.0,1.0,80.91,3.0
2217,Electronics City Phase 1,995.0,2.0,0.0,46.0,2.0
2218,Electronics City Phase 1,1555.0,2.0,1.0,82.0,3.0
2219,Electronics City Phase 1,1340.0,2.0,2.0,75.0,2.0
2220,Electronics City Phase 1,1124.0,2.0,2.0,55.0,3.0
2221,Electronics City Phase 1,1175.0,2.0,1.0,57.0,2.0
2222,Electronics City Phase 1,755.0,1.0,1.0,42.41,1.0
2223,Electronics City Phase 1,580.0,1.0,1.0,27.0,1.0
2224,Electronics City Phase 1,940.0,2.0,2.0,49.0,2.0
2225,Electronics City Phase 1,1335.0,2.0,2.0,67.0,2.0
2226,Electronics City Phase 1,1113.12,2.0,2.0,55.0,2.0
2228,Electronics City Phase 1,1350.0,3.0,0.0,71.0,3.0
2230,Electronics City Phase 1,995.0,2.0,1.0,49.8,2.0
2231,Electronics City Phase 1,635.0,1.0,0.0,26.0,1.0
2232,Electronics City Phase 1,1190.0,2.0,1.0,68.0,2.0
2234,Electronics City Phase 1,1450.0,3.0,2.0,72.54,3.0
2235,Electronics City Phase 1,360.0,1.0,0.0,16.9,1.0
2236,Electronics City Phase 1,638.0,1.0,1.0,32.0,1.0
2237,Electronics City Phase 1,1175.0,2.0,2.0,64.98,2.0
2238,Electronics City Phase 1,585.0,1.0,1.0,21.0,1.0
2239,Electronics City Phase 1,1200.0,2.0,2.0,59.76,2.0
2240,Electronics City Phase 1,1145.0,2.0,1.0,54.0,2.0
2241,Electronics City Phase 1,1125.0,2.0,2.0,65.0,2.0
2243,Electronics City Phase 1,1550.0,2.0,2.0,82.0,3.0
2245,Electronics City Phase 1,865.0,2.0,0.0,40.0,2.0
2249,Electronics City Phase 1,1800.0,3.0,2.0,93.0,3.0
2250,Electronics City Phase 1,1314.0,2.0,2.0,60.0,2.0
2251,Electronics City Phase 1,1170.0,2.0,1.0,62.0,2.0
2252,Electronics City Phase 1,1450.0,3.0,2.0,79.0,3.0
2253,Electronics City Phase 1,940.0,2.0,1.0,48.0,2.0
2254,Electronics City Phase 1,940.0,2.0,1.0,44.0,2.0
2255,Electronics City Phase 1,1300.0,2.0,1.0,67.0,2.0
2256,Electronics City Phase 1,1028.0,2.0,1.0,51.0,2.0
2258,Electronics City Phase 1,1205.0,2.0,2.0,60.0,2.0
2260,Electronics City Phase 1,1305.0,2.0,1.0,67.0,2.0
2261,Electronics City Phase 1,755.0,1.0,0.0,30.12,1.0
2262,Electronics City Phase 1,1175.0,2.0,1.0,60.0,2.0
2263,Frazer Town,1700.0,3.0,1.0,180.0,3.0
2264,Frazer Town,1305.0,3.0,1.5823075660594124,95.45,3.0
2265,Frazer Town,1870.0,3.0,3.0,185.0,3.0
2266,Frazer Town,1750.0,3.0,2.0,150.0,3.0
2268,Frazer Town,2000.0,3.0,1.0,200.0,3.0
2269,Frazer Town,3500.0,4.0,2.0,330.0,3.0
2270,Frazer Town,2350.0,4.0,3.0,285.0,3.0
2271,Frazer Town,1550.0,2.0,2.0,140.0,2.0
2272,Frazer Town,1900.0,4.0,2.0,145.0,3.0
2273,Frazer Town,2560.0,3.0,2.0,265.0,3.0
2274,Frazer Town,2400.0,3.0,2.0,260.0,3.0
2275,Frazer Town,2560.0,3.0,1.5823075660594124,288.0,3.0
2276,Frazer Town,3436.0,5.0,1.5823075660594124,341.0,4.0
2278,Frazer Town,1315.0,2.0,2.0,140.0,2.0
2279,Frazer Town,1706.0,3.0,3.0,154.0,3.0
2280,Frazer Town,2079.0,3.0,3.0,220.0,3.0
2281,Frazer Town,3435.0,2.0,1.0,341.0,4.0
2282,Frazer Town,3436.0,5.0,1.5823075660594124,345.0,4.0
2283,Frazer Town,3100.0,3.0,1.5823075660594124,400.0,3.0
2284,Frazer Town,5400.0,3.0,2.0,400.0,3.0
2285,Frazer Town,1180.0,2.0,1.0,105.0,2.0
2286,Frazer Town,2900.0,4.0,2.0,325.0,4.0
2287,Frazer Town,1870.0,3.0,3.0,180.0,3.0
2288,Frazer Town,896.0,1.0,0.0,100.0,1.0
2289,Frazer Town,1420.0,2.0,0.0,120.0,2.0
2290,GM Palaya,1820.0,2.0,3.0,86.0,3.0
2291,GM Palaya,1225.0,2.0,2.0,47.0,2.0
2292,GM Palaya,1140.0,2.0,2.0,48.95,2.0
2293,GM Palaya,1315.0,2.0,2.0,65.0,3.0
2294,GM Palaya,1315.0,3.0,1.0,65.0,3.0
2295,GM Palaya,1315.0,3.0,0.0,64.0,3.0
2296,GM Palaya,1735.0,3.0,2.0,70.0,3.0
2297,GM Palaya,1643.0,2.0,2.0,70.0,3.0
2298,Ganga Nagar,600.0,1.0,0.0,38.0,1.0
2299,Ganga Nagar,845.0,2.0,1.0,55.0,2.0
2300,Ganga Nagar,1112.0,2.0,3.0,68.0,2.0
2301,Ganga Nagar,998.0,2.0,2.0,65.0,2.0
2302,Ganga Nagar,1250.0,2.0,2.0,65.0,2.0
2303,Garudachar Palya,1325.0,2.0,2.0,60.8,3.0
2304,Garudachar Palya,1060.0,2.0,1.0,48.7,2.0
2305,Garudachar Palya,1150.0,2.0,1.0,52.75,2.0
2306,Garudachar Palya,1295.0,2.0,1.0,59.5,3.0
2307,Garudachar Palya,1320.0,2.0,2.0,60.6,3.0
2308,Garudachar Palya,1295.0,2.0,2.0,59.5,3.0
2309,Garudachar Palya,1150.0,2.0,2.0,52.8,2.0
2310,Garudachar Palya,1150.0,2.0,1.0,52.8,2.0
2311,Garudachar Palya,1060.0,2.0,1.0,48.5,2.0
2312,Garudachar Palya,1150.0,2.0,1.0,52.5,2.0
2313,Garudachar Palya,1060.0,2.0,1.0,48.66,2.0
2314,Garudachar Palya,1150.0,2.0,2.0,52.0,2.0
2315,Garudachar Palya,1154.0,2.0,1.0,51.8,2.0
2317,Giri Nagar,2400.0,4.0,1.0,400.0,4.0
2318,Giri Nagar,1800.0,3.0,2.0,252.0,3.0
2319,Giri Nagar,1350.0,3.0,0.0,240.0,3.0
2320,Giri Nagar,2400.0,4.0,2.0,400.0,4.0
2321,Giri Nagar,3000.0,4.0,1.0,375.0,6.0
2322,Giri Nagar,2400.0,6.0,1.0,400.0,6.0
2323,Giri Nagar,4000.0,3.0,2.0,750.0,4.0
2324,Gollarapalya Hosahalli,861.0,2.0,1.0,34.5,2.0
2325,Gollarapalya Hosahalli,1408.0,3.0,3.0,62.0,3.0
2326,Gollarapalya Hosahalli,1318.0,3.0,1.0,54.0,3.0
2327,Gollarapalya Hosahalli,861.0,2.0,0.0,36.5,2.0
2328,Gollarapalya Hosahalli,1320.0,3.0,2.0,60.0,3.0
2329,Gollarapalya Hosahalli,1345.0,3.0,2.0,60.0,3.0
2330,Gollarapalya Hosahalli,1905.0,3.0,1.5823075660594124,86.0,4.0
2331,Gollarapalya Hosahalli,1318.0,3.0,2.0,56.0,3.0
2332,Gollarapalya Hosahalli,1129.0,2.0,1.0,50.0,2.0
2333,Gottigere,1100.0,2.0,2.0,40.0,2.0
2334,Gottigere,967.0,2.0,3.0,45.0,2.0
2335,Gottigere,1618.0,3.0,3.0,82.5,3.0
2336,Gottigere,1222.0,2.0,1.0,63.0,2.0
2338,Gottigere,1300.0,3.0,3.0,65.0,3.0
2339,Gottigere,950.0,2.0,1.0,38.0,2.0
2340,Gottigere,1153.0,2.0,1.0,48.5,2.0
2341,Gottigere,812.0,1.0,0.0,26.0,1.0
2343,Gottigere,1460.0,2.0,2.0,65.0,3.0
2344,Gottigere,1500.0,3.0,2.0,70.0,3.0
2345,Gottigere,1621.0,3.0,3.0,72.0,3.0
2346,Gottigere,812.0,1.0,1.0,26.0,1.0
2347,Gottigere,990.0,2.0,1.0,40.0,2.0
2348,Gottigere,1235.0,2.0,2.0,63.0,2.0
2349,Gottigere,1385.0,3.0,2.0,64.0,3.0
2350,Gottigere,1000.0,2.0,1.0,35.0,2.0
2351,Gottigere,1010.0,2.0,1.0,35.0,2.0
2354,Gottigere,1435.0,2.0,3.0,62.0,3.0
2355,Gottigere,945.0,2.0,0.0,45.0,2.0
2357,Gottigere,2500.0,3.0,2.0,120.0,4.0
2358,Gottigere,1230.0,2.0,2.0,52.0,3.0
2359,Gottigere,1120.0,2.0,2.0,50.0,2.0
2360,Gottigere,1500.0,3.0,2.0,63.0,3.0
2361,Gottigere,1200.0,2.0,3.0,40.0,2.0
2362,Gottigere,1280.0,2.0,1.0,61.0,2.0
2363,Gottigere,1205.0,2.0,1.0,56.58,2.0
2364,Gottigere,1170.0,2.0,2.0,40.0,2.0
2365,Gottigere,3000.0,3.0,0.0,132.0,4.0
2366,Gottigere,1613.0,3.0,3.0,72.0,3.0
2367,Gottigere,1110.0,2.0,2.0,36.25,2.0
2368,Gottigere,1245.0,2.0,2.0,59.0,2.0
2369,Gottigere,1200.0,2.0,2.0,50.0,2.0
2370,Green Glen Layout,1670.0,3.0,2.0,120.0,3.0
2371,Green Glen Layout,3250.0,4.0,3.0,230.0,4.0
2372,Green Glen Layout,1776.42,3.0,2.0,105.0,3.0
2373,Green Glen Layout,3250.0,4.0,1.5823075660594124,230.0,4.0
2374,Green Glen Layout,940.0,2.0,1.0,56.8,2.0
2375,Green Glen Layout,1075.0,2.0,1.0,60.0,2.0
2376,Green Glen Layout,1715.0,3.0,2.0,115.0,3.0
2377,Green Glen Layout,1751.0,2.0,1.0,115.0,3.0
2378,Green Glen Layout,1750.0,3.0,2.0,130.0,3.0
2379,Green Glen Layout,1530.0,3.0,2.0,105.0,3.0
2380,Green Glen Layout,1752.0,3.0,2.0,105.0,3.0
2381,Green Glen Layout,1680.0,4.0,3.0,95.0,3.0
2382,Green Glen Layout,1728.0,3.0,2.0,125.0,3.0
2383,Green Glen Layout,1645.0,3.0,2.0,110.0,3.0
2384,Green Glen Layout,1517.0,3.0,3.0,100.0,3.0
2385,Green Glen Layout,3150.0,4.0,3.0,218.0,4.0
2387,Green Glen Layout,1750.0,3.0,2.0,120.0,3.0
2388,Green Glen Layout,1751.0,3.0,2.0,115.0,3.0
2389,Green Glen Layout,1750.0,3.0,2.0,105.0,3.0
2390,Green Glen Layout,1885.0,3.0,2.0,135.0,3.0
2391,Green Glen Layout,1715.0,3.0,3.0,120.0,3.0
2392,Green Glen Layout,1623.29,2.0,2.0,105.0,3.0
2393,Green Glen Layout,1715.0,3.0,3.0,115.0,3.0
2394,Green Glen Layout,1715.0,3.0,2.0,105.0,3.0
2395,Green Glen Layout,1600.0,3.0,3.0,105.0,3.0
2396,Green Glen Layout,1717.0,3.0,3.0,125.0,3.0
2397,Green Glen Layout,1250.0,2.0,0.0,75.0,2.0
2398,Green Glen Layout,1715.0,3.0,3.0,112.0,3.0
2399,Gubbalala,1470.0,2.0,2.0,82.0,3.0
2400,Gubbalala,1745.0,3.0,2.0,104.0,3.0
2401,Gubbalala,1745.0,3.0,2.0,115.0,3.0
2402,Gubbalala,1745.0,3.0,2.0,110.0,3.0
2403,Gubbalala,1650.0,3.0,2.0,71.0,3.0
2404,Gubbalala,2570.0,4.0,1.5823075660594124,141.0,5.0
2405,Gubbalala,1205.0,2.0,2.0,70.0,2.0
2406,Gubbalala,1435.0,2.0,2.0,80.0,3.0
2407,Gubbalala,1475.0,2.0,2.0,80.0,2.0
2409,Gubbalala,1100.0,2.0,2.0,49.5,2.0
2410,Gubbalala,1060.0,2.0,1.0,46.0,2.0
2411,Gubbalala,2000.0,3.0,3.0,125.0,3.0
2413,Gunjur,1140.0,2.0,3.0,43.0,2.0
2414,Gunjur,1356.0,2.0,3.0,66.0,3.0
2415,Gunjur,1600.0,3.0,3.0,75.0,3.0
2416,Gunjur,2000.0,3.0,0.0,95.0,4.0
2417,Gunjur,1140.0,2.0,2.0,49.11,2.0
2418,Gunjur,1195.0,2.0,2.0,44.0,2.0
2419,Gunjur,1190.0,2.0,2.0,40.0,2.0
2420,Gunjur,1457.0,2.0,3.0,60.0,2.0
2421,Gunjur,1080.0,2.0,2.0,41.0,2.0
2424,Gunjur,1175.0,2.0,2.0,43.48,2.0
2425,Gunjur,1362.0,3.0,2.0,62.63,3.0
2426,Gunjur,1071.0,2.0,1.0,51.0,2.0
2427,Gunjur,1063.0,2.0,2.0,40.0,2.0
2428,Gunjur,1235.0,2.0,2.0,52.76,2.0
2429,Gunjur,1362.0,3.0,1.0,62.63,3.0
2430,Gunjur,1588.0,2.0,3.0,90.0,3.0
2431,Gunjur,1235.0,2.0,2.0,44.5,2.0
2432,Gunjur,1457.0,2.0,3.0,60.0,2.0
2433,Gunjur Palya,1050.0,2.0,1.0,43.0,2.0
2434,Gunjur Palya,1033.0,2.0,2.0,32.0,3.0
2435,Gunjur Palya,1400.0,3.0,2.0,45.0,3.0
2436,Gunjur Palya,993.0,2.0,2.0,42.0,2.0
2437,Gunjur Palya,1235.0,2.0,2.0,52.76,2.0
2438,HAL 2nd Stage,1490.0,2.0,2.0,300.0,3.0
2439,HAL 2nd Stage,600.0,3.0,2.0,145.0,2.0
2440,HAL 2nd Stage,2700.0,3.0,0.0,500.0,3.0
2441,HAL 2nd Stage,2040.0,4.0,1.0,500.0,5.0
2442,HBR Layout,2800.0,2.0,0.0,200.0,3.0
2443,HBR Layout,1722.0,3.0,1.5823075660594124,95.0,3.0
2444,HBR Layout,1200.0,4.0,0.0,120.0,4.0
2445,HBR Layout,1200.0,2.0,2.0,60.0,2.0
2446,HBR Layout,1004.0,2.0,1.0,49.0,2.0
2447,HBR Layout,1783.0,3.0,2.0,125.0,3.0
2448,HBR Layout,1656.0,3.0,2.0,90.0,3.0
2449,HBR Layout,1089.0,2.0,1.0,60.0,2.0
2450,HBR Layout,1700.0,3.0,1.0,110.0,3.0
2451,HBR Layout,1198.0,2.0,1.0,65.0,2.0
2452,HBR Layout,1200.0,4.0,2.0,115.0,4.0
2453,HBR Layout,1200.0,2.0,0.0,120.0,2.0
2454,HBR Layout,1832.0,3.0,2.0,160.0,3.0
2455,HRBR Layout,1374.0,2.0,2.0,95.0,2.0
2456,HRBR Layout,1440.0,2.0,2.0,98.0,2.0
2458,HRBR Layout,2800.0,3.0,2.0,250.0,3.0
2459,HRBR Layout,1210.0,2.0,1.0,75.0,2.0
2460,HRBR Layout,1265.0,2.0,1.0,78.0,2.0
2461,HRBR Layout,1170.0,2.0,2.0,75.0,2.0
2463,HRBR Layout,1900.0,3.0,1.0,90.0,4.0
2464,HRBR Layout,1625.0,3.0,2.0,120.0,3.0
2465,HRBR Layout,1301.0,2.0,1.0,120.0,2.0
2466,HRBR Layout,1145.0,2.0,2.0,68.5,2.0
2467,HRBR Layout,1300.0,2.0,3.0,90.0,2.0
2469,HSR Layout,1372.0,2.0,1.0,68.0,2.0
2471,HSR Layout,1475.0,3.0,2.0,75.0,3.0
2472,HSR Layout,1467.0,2.0,1.0,55.0,2.0
2473,HSR Layout,1140.0,2.0,2.0,46.0,2.0
2474,HSR Layout,1372.0,2.0,1.0,61.0,2.0
2475,HSR Layout,1750.0,3.0,2.0,95.0,3.0
2477,HSR Layout,1027.0,2.0,2.0,44.0,2.0
2478,HSR Layout,1650.0,3.0,2.0,110.0,3.0
2479,HSR Layout,1185.0,2.0,2.0,60.0,2.0
2480,HSR Layout,1127.0,2.0,1.0,68.0,2.0
2481,HSR Layout,1600.0,2.0,2.0,115.0,3.0
2482,HSR Layout,1145.0,2.0,2.0,48.0,2.0
2483,HSR Layout,1009.0,2.0,2.0,56.0,2.0
2484,HSR Layout,2792.0,4.0,1.0,220.0,4.0
2485,HSR Layout,1300.0,2.0,2.0,98.0,2.0
2487,HSR Layout,1126.0,2.0,1.0,69.0,2.0
2489,HSR Layout,1145.0,2.0,2.0,46.0,2.0
2490,HSR Layout,1142.0,2.0,2.0,65.0,2.0
2491,HSR Layout,2020.0,3.0,2.0,160.0,3.0
2492,HSR Layout,1844.0,3.0,3.0,95.0,3.0
2493,HSR Layout,1203.0,2.0,2.0,72.0,2.0
2494,HSR Layout,4200.0,5.0,1.5823075660594124,245.0,5.0
2495,HSR Layout,1145.0,2.0,2.0,46.0,2.0
2496,HSR Layout,1100.0,2.0,2.0,44.0,2.0
2497,HSR Layout,1203.0,2.0,2.0,60.0,2.0
2498,HSR Layout,1120.0,2.0,1.0,70.0,2.0
2499,HSR Layout,1289.0,2.0,1.5823075660594124,70.0,2.0
2501,HSR Layout,1203.0,2.0,2.0,60.0,2.0
2502,Haralur Road,1240.0,2.0,1.0,70.0,2.0
2503,Haralur Road,1027.0,2.0,2.0,44.0,2.0
2505,Haralur Road,2650.0,4.0,2.0,198.0,4.0
2507,Haralur Road,1194.0,2.0,2.0,47.0,2.0
2508,Haralur Road,3385.0,5.0,1.5823075660594124,260.0,4.0
2509,Haralur Road,1202.0,2.0,1.0,53.0,2.0
2510,Haralur Road,1056.0,2.0,1.0,61.0,2.0
2511,Haralur Road,1810.0,3.0,2.0,100.0,3.0
2512,Haralur Road,1194.0,2.0,2.0,46.0,2.0
2514,Haralur Road,1225.0,2.0,1.0,67.38,2.0
2515,Haralur Road,1243.0,2.0,1.0,46.0,2.0
2516,Haralur Road,1920.0,3.0,1.0,115.0,3.0
2517,Haralur Road,1875.0,3.0,2.0,110.0,3.0
2518,Haralur Road,2750.0,4.0,0.0,220.0,4.0
2519,Haralur Road,1140.0,2.0,2.0,43.0,2.0
2520,Haralur Road,1194.0,2.0,2.0,46.0,2.0
2521,Haralur Road,2017.0,3.0,2.0,125.0,3.0
2522,Haralur Road,1875.0,3.0,3.0,110.0,3.0
2523,Haralur Road,1092.0,2.0,2.0,44.0,2.0
2524,Haralur Road,2475.0,4.0,1.5823075660594124,130.0,3.0
2525,Haralur Road,1300.0,2.0,2.0,73.0,2.0
2526,Haralur Road,1243.0,2.0,2.0,46.0,2.0
2527,Haralur Road,1850.0,3.0,1.5823075660594124,110.0,3.0
2528,Haralur Road,1225.0,2.0,1.0,67.38,2.0
2529,Haralur Road,3400.0,5.0,3.0,240.0,4.0
2530,Haralur Road,1464.0,2.0,2.0,56.0,2.0
2531,Haralur Road,1230.0,2.0,1.0,78.0,2.0
2532,Haralur Road,1000.0,2.0,2.0,44.0,2.0
2534,Haralur Road,1300.0,2.0,2.0,79.0,2.0
2535,Haralur Road,1444.0,2.0,1.0,80.0,3.0
2536,Haralur Road,1088.0,2.0,1.0,68.0,2.0
2537,Haralur Road,1027.0,2.0,1.0,44.0,2.0
2538,Haralur Road,1225.0,2.0,1.0,70.0,2.0
2540,Haralur Road,1000.0,2.0,1.0,78.0,2.0
2541,Haralur Road,1830.0,3.0,2.0,101.0,3.0
2542,Haralur Road,1810.0,3.0,2.0,126.0,3.0
2543,Haralur Road,1520.0,2.0,2.0,96.0,3.0
2544,Haralur Road,1300.0,2.0,2.0,75.0,2.0
2545,Haralur Road,2017.0,2.0,2.0,125.0,3.0
2546,Haralur Road,1243.0,2.0,2.0,46.0,2.0
